
"TA2ID;English;Latin;Français;Español;Portugues;Italiano;Parsi"
"4079;Apical segmental artery of right lung;Arteria segmentalis apicalis pulmonis dextri;Artère segmentaire apicale du poumon droit;Arteria segmentaria apical del pulmón derecho;Artéria segmentar apical do pulmão direito;Arteria del segmento apicale del polmone destro;سرخرگ تکه نوکی شش راست"
"4080;Anterior segmental artery of right lung;Arteria segmentalis anterior pulmonis dextri;Artère segmentaire antérieure du poumon droit;Arteria segmentaria anterior del pulmón derecho;Artéria segmentar anterior do pulmão direito;Arteria del segmento anteriore del polmone destro;سرخرگ تکه پیشی شش راست@"
"4081;Posterior segmental artery of right lung;Arteria segmentalis posterior pulmonis dextri;Artère segmentaire postérieure du poumon droit;Arteria segmentaria posterior del pulmón derecho;Artéria segmentar posterior do pulmão direito;Arteria del segmento posteriore del polmone destro;سرخرگ تکه پسی شش راست"
"4082;Middle lobar artery of right lung;Arteria lobaris media pulmonis dextri;Artère lobaire moyenne du poumon droit;Arteria lobar media del pulmón derecho;Artéria lobar média do pulmão direito;Arteria lobare media del polmone destro;سرخرگ آویز میانی شش راست"
"4083;Medial segmental artery of right lung;Arteria segmentalis medialis pulmonis dextri;Artère segmentaire médiale du poumon droit;Arteria segmentaria medial del pulmón derecho;Artéria segmentar medial do pulmão direito;Arteria segmento mediale del polmone destro;سرخرگ تکه درونی شش راست"
"4084;Lateral segmental artery of right lung;Arteria segmentalis lateralis pulmonis dextri;Artère segmentaire latérale du poumon droit;Arteria segmentaria lateral del pulmón derecho;Artéria segmentar lateral do pulmão direito;Arteria del segmento laterale del polmone destro;سرخرگ تکه بیرونی شش راست"
"4085;Inferior lobar artery of right lung;Arteria lobaris inferior pulmonis dextri;Artère lobaire inférieure du poumon droit;Arteria lobar inferior del pulmón derecho;Artéria lobar inferior do pulmão direito;Arteria lobare inferiore del polmone destro;سرخرگ آویز پایینی شش راست"
"4086;Superior segmental artery of right lung;Arteria segmentalis superior pulmonis dextri;Artère segmentaire supérieure du poumon droit;Arteria segmentaria superior del pulmón derecho;Artéria segmentar superior do pulmão direito;Arteria del segmento superiore del polmone destro;سرخرگ تکه بالایی شش راست"
"4087;Anterior basal segmental artery of right lung;Arteria segmentalis basalis anterior pulmonis dextri;Artère segmentaire basale antérieure du poumon droit;Arteria segmentaria basal anterior del pulmón derecho;Artéria segmentar basal anterior do pulmão direito;Arteria del segmento basale anteriore del polmone destro;سرخرگ تکه پیشی پایه ای شش راست"
"4088;Lateral basal segmental artery of right lung;Arteria segmentalis basalis lateralis pulmonis dextri;Artère segmentaire basale latérale du poumon droit;Arteria segmentaria basal lateral del pulmón derecho;Artéria segmentar basal lateral do pulmão direito;Arteria segmento basale laterale del polmone destro;سرخرگ تکه بیرونی-پایه ای شش راست"
"4089;Medial basal segmental artery of right lung;Arteria segmentalis basalis medialis pulmonis dextri;Artère segmentaire basale médiale du poumon droit;Arteria segmentaria basal medial del pulmón derecho;Artéria basal segmentar medial do pulmão direito;Arteria del segmento basale mediale del polmone destro;سرخرگ تکه درونی- پایه ای شش راست"
"4090;Posterior basal segmental artery of right lung;Arteria segmentalis basalis posterior pulmonis dextri;Artère segmentaire basale postérieure du poumon droit;Arteria segmentaria basal posterior del pulmón derecho;Artéria segmentar basal posterior do pulmão direito;Arteria del segmento basale posteriore del polmone destro;سرخرگ تکه پسی پایه ای شش راست"
"4091;Left pulmonary artery;Arteria pulmonalis sinistra;Artère pulmonaire gauche;Arteria pulmonar izquierda;Artéria pulmonar esquerda;Arteria polmonare sinistra;سرخرگ ششی راست"
"4092;Ligamentum arteriosum;Ligamentum arteriosum;Ligament artériel;Ligamento arterioso;Ligamentum arteriosum;Legamento arterioso;بندیزه سرخرگی"
"4093;(Ductus arteriosus);(Ductus arteriosus);(Conduit artériel);(Conducto arterioso);(Canal arterial);(Dotto arterioso);آبراه سرخرگی"
"4094;Superior lobar artery of left lung;Arteria lobaris superior pulmonis sinistri;Artère lobaire supérieure du poumon gauche;Arteria lobar superior del pulmón izquierdo;Artéria lobar superior do pulmão esquerdo;Arteria lobare superiore del polmone sinistro;سرخرگ آویز بالایی شش چپ"
"4095;Apical segmental artery of left lung;Arteria segmentalis apicalis pulmonis sinistri;Artère segmentaire apicale du poumon gauche;Arteria segmentaria apical del pulmón izquierdo;Artéria segmentar apical do pulmão esquerdo;Arteria segmentaria apicale del polmone sinistro;سرخرگ تکه نوکی شش چپ"
"4096;Anterior segmental artery of left lung;Arteria segmentalis anterior pulmonis sinistri;Artère segmentaire antérieure du poumon gauche;Arteria segmentaria anterior del pulmón izquierdo;Artéria segmentar anterior do pulmão esquerdo;Arteria segmentaria anteriore del polmone sinistro;سرخرگ تکه پیشی شش راست"
"4097;Posterior segmental artery of left lung;Arteria segmentalis posterior pulmonis sinistri;Artère segmentaire postérieure du poumon gauche;Arteria segmentaria posterior del pulmón izquierdo;Artéria segmentar posterior do pulmão esquerdo;Arteria segmentaria posteriore del polmone sinistro;سرخرگ تکه پسی شش چپ"
"4098;Lingular artery of left lung;Arteria lingularis pulmonis sinistri;Artère lingulaire du poumon gauche;Arteria lingular del pulmón izquierdo;Artéria lingular do pulmão esquerdo;Arteria lingulare del polmone sinistro;سرخرگ زبانه ای شش چپ"
"4099;Inferior lingular artery of left lung;Arteria lingularis inferior pulmonis sinistri;Artère lingulaire inférieure du poumon gauche;Arteria lingular inferior del pulmón izquierdo;Artéria lingular inferior do pulmão esquerdo;Arteria linguare inferiore del polmone sinistro;سرخرگ زبانه ای پایینی شش چپ"
"4100;Superior lingular artery of left lung;Arteria lingularis superior pulmonis sinistri;Artère lingulaire supérieure du poumon gauche;Arteria lingular superior del pulmón izquierdo;Artéria lingular superior do pulmão esquerdo;Arteria linguare superiore del polmone sinistro;سرخرگ زبانه ای بالایی شش چپ"
"4101;Inferior lobar artery of left lung;Arteria lobaris inferior pulmonis sinistri;Artère lobaire inférieure du poumon gauche;Arteria lobar inferior del pulmón izquierdo;Artéria lobar inferior do pulmão esquerdo;Arteria lobare inferiore del polmone sinistro;سرخرگ آویزپایینی شش چپ"
"4102;Superior segmental artery of left lung;Arteria segmentalis superior pulmonis sinistri;Artère segmentaire basale supérieure du poumon gauche;Arteria segmentaria superior del pulmón izquierdo;Artéria segmentar superior do pulmão esquerdo;Arteria del segmento superiore del polmone sinistro;سرخرگ تکه بالایی شش چپ"
"4103;Anterior basal segmental artery of left lung;Arteria segmentalis basalis anterior pulmonis sinistri;Artère segmentaire basale antérieure du poumon gauche;Arteria segmentaria basal anterior del pulmón izquierdo;Artéria segmentar basal anterior do pulmão esquerdo;Arteria del segmento basale anteriore del polmone sinistro;سرخرگ تکه پایه ای پیشی شش چپ"
"4104;Lateral basal segmental artery of left lung;Arteria segmentalis basalis lateralis pulmonis sinistri;Artère segmentaire basale latérale du poumon gauche;Arteria segmentaria basal lateral del pulmón izquierdo;Artéria segmentar basal lateral do pulmão esquerdo;Arteria del segmento basale laterale del polmone sinistro;سرخرگ تکه پایه ای بیرونی شش چپ"
"4105;Medial basal segmental artery of left lung;Arteria segmentalis basalis medialis pulmonis sinistri;Artère segmentaire basale médiale du poumon gauche;Arteria segmentaria basal medial del pulmón izquierdo;Artéria basal segmentar medial do pulmão esquerdo;Arteria del segmento basale mediale del polmone sinistro;سرخرگ تکه پایه ای-درونی شش چپ"
"4106;Posterior basal segmental artery of left lung;Arteria segmentalis basalis posterior pulmonis sinistri;Artère segmentaire basale postérieure du poumon gauche;Arteria segmentaria basal posterior del pulmón izquierdo;Artéria segmentar basal posterior do pulmão esquerdo;Arteria del segmento basale posteriore del polmone sinistro;سرخرگ تکه پسی- پایه ای شش چپ"
"4107;Pulmonary veins;Venae pulmonales;Veines pulmonaires;Venas pulmonares;Veias pulmonares;Vene polmonari;سیاهرگ های ششی"
"4108;Right superior pulmonary vein;Vena pulmonalis dextra superior;Veine pulmonaire supérieure droite;Vena ulmonar superior derecha;Pulmonar superior direito;Polmone superiore destro;سیاهرگ ششی راست بالایی"
"4109;Apical vein of right lung;Vena apicalis pulmonis dextri;Veine apicale du poumon droit;Vena apical del pulmón derecho;Veia apical do pulmão direito;Vena apicale del polmone destro;سیاهرگ نوکی شش راست"
"4110;Anterior vein of right lung;Vena anterior pulmonis dextri;Veine antérieure du poumon droit;Vena anterior del pulmón derecho;Veia anterior do pulmão direito;Vena anteriore del polmone destro;سیاهرگ پیشی شش راست"
"4111;Posterior vein of right lung;Vena posterior pulmonis dextri;Veine postérieure du poumon droit;Vena posterior del pulmón derecho;Veia posterior do pulmão direito;Vena posteriore del polmone destro;سیاهرگ پسی شش راست"
"4112;Middle lobar vein of right lung;Vena lobaris media pulmonis dextri;Veine lobaire moyenne du poumon droit;Vena lobar media del pulmón derecho;Veia lobar média do pulmão direito;Vena lobare media del polmone destro;سیاهرگ آویز میانی شش راست"
"4113;Lateral vein of right lung;Vena lateralis pulmonis dextri;Veine latérale du poumon droit;Vena lateral del pulmón derecho;Veia lateral do pulmão direito;Vena laterale del polmone destro;سیاهرگ بیرونی شش راست"
"4114;Medial vein of right lung;Vena medialis pulmonalis dextri;Veine médiale du poumon droit;Vena medial del pulmón derecho;Veia medial do pulmão direito;Vena mediale del polmone destro;سیاهرگ میانی شش راست"
"4115;Right inferior pulmonary vein;Vena pulmonalis dextra inferior;Veine pulmonaire inférieure droite;Vena pulmonar inferior derecha;Veia pulmonar inferior direita;Vena polmonare inferiore destra;سیاهرگ ششی راست پایینی"
"4116;Superior vein of right lung;Vena superior pulmonis dextri;Veine supérieure du poumon droit;Vena superior del pulmón derecho;Veia superior do pulmão direito;Vena superiore del polmone destro;سیاهرگ بالایی شش راست"
"4117;Superior basal vein of right lung;Vena basalis superior pulmonis dextri;Veine basale supérieure du poumon droit;Vena basal superior del pulmón derecho;Veia super ou basal do pulmão direito;Vena  basale superiore del polmone destro;سیاهرگ پایه ای- بالایی شش راست"
"4118;Inferior basal vein of right lung;Vena basalis inferior pulmonis dextri;Veine basale inférieure du poumon droit;Vena basal inferior del pulmón derecho;Veia basal inferior do pulmão direito;Vena basale inferiore del polmone destro;سیاهرگ پایه ای پایینی شش راست"
"4119;Left superior pulmonary vein;Vena pulmonalis sinistra superior;Veine pulmonaire supérieure gauche;Vena pulmonar superior izquierda;Veia pulmonar superior esquerda;Vena polmonare superiore sinistra;سیاهرگ ششی بالایی چپ"
"4120;Apicoposterior vein of left lung;Vena apicoposterior pulmonis sinistri;Veine apicopostérieure du poumon gauche;Vena apicoposterior del pulmón izquierdo;Veia apicoposterior do pulmão esquerdo;Vena posteriore apicale del polmone sinistro;سیاهرگ نوکی پسی شش چپ"
"4121;Anterior vein of left lung;Vena anterior pulmonis sinistri;Veine antérieure du poumon gauche;Vena anterior del pulmón izquierdo;Veia anterior do pulmão esquerdo;Vena anteriore del polmone sinistro;سیاهرگ پیشی شش چپ"
"4122;Lingular vein of left lung;Vena lingularis pulmonis sinistri;Veine lingulaire du poumon gauche;Vena lingular del pulmón izquierdo;Veia lingular do pulmão esquerdo;Vena lingulare del polmone sinistro;سیاهرگ زبانه ای شش چپ"
"4123;Superior lingular vein of left lung;Vena lingularis superior pulmonis sinistri;Veine lingulaire supérieure du poumon gauche;Vena lingular superior del pulmón izquierdo;Veia lingular superior do pulmão esquerdo;Vena lingulare superiore del polmone sinistro;سیاهرگ زبانه ای بالایی شش چپ"
"4124;Inferior lingular vein of left lung;Vena lingularis inferior pulmonis sinistri;Veine lingulaire inférieure du poumon gauche;Vena lingular inferior del pulmón izquierdo;Veia lingular inferior do pulmão esquerdo;Vena lingulare inferiore del polmone sinistro;سیاهرگ زبانه ای پایینی شش چپ"
"4125;Left inferior pulmonary vein;Vena pulmonalis sinistra inferior;Veine pulmonaire inférieure gauche;Vena pulmonar inferior izquierda;Veia pulmonar inferior esquerda;Vena polmonare inferiore sinistra;سیاهرگ ششی پایینی چپ"
"4126;Superior vein of left lung;Vena superior pulmonis sinistri;Veine supérieure du poumon gauche;Vena superior del pulmón izquierdo;Veia superior do pulmão esquerdo;Vena superiore del polmone sinistro;سیاهرگ بالایی شش چپ"
"4127;Superior basal vein of left lung;Vena basalis superior pulmonis sinistri;Veine basale supérieure du poumon gauche;Vena basal superior del pulmón izquierdo;Veia basal superior do pulmão esquerdo;Vena basale superiore del polmone sinistro;سیاهرگ پایه ای بالایی شش چپ"
"4128;Inferior basal vein of left lung;Vena basalis inferior pulmonis sinistri;Veine basale inférieure du poumon gauche;Vena basal inferior del pulmón izquierdo;Veia basal inferior do pulmão esquerdo;Vena basale inferiore del polmone sinistro;سیاهرگ پایه ای پایینی شش چپ"
"4129;Cardiac vessels;Vasa cardiaca;Vaisseaux cardiaques;Vasos cardiacos;Vasos cardíacos;Vasi cardiaci;رگ های دل"
"4130;Arteries of heart;Arteriae cardiacae;Artères coronaires;Arterias del corazon;Artérias do coração;Arterie del cuore;سرخرگ های دل@"
"4131;Right coronary artery;Arteria coronaria dextra;Artère coronaire droite;Arteria coronaria derecha;Artéria coronária direita;Arteria coronaria destra;سرخرگ دیهیمی راست"
"4132;Conal branch of right coronary artery;Ramus coni arteriosi arteriae coronariae dextrae;Branche cônale de l'artère coronaire droite;Rama del cono arterioso de la arteria coronaria derecha;Ramo conal da artéria coronária direita;Ramo del cono dell'arteria coronaria destra;شاخه کاجدیسی سرخرگ دیهیمی راست"
"4133;Sinu-atrial nodal branch of right coronary artery;Ramus nodi sinuatrialis arteriae coronariae dextrae;Branche sinu-atriale nodale de l'artère coronaire droite;Rama del nodo sinoatrial de la arteria coronaria derecha;Ramo nodal sinu-atrial da artéria coronária direita;Ramo del nodo seno-atriale dell'arteria coronaria destra;شاخه گره سین- دهلیچی سرخرگ دیهیمی راست"
"4134;Atrial branches of right coronary artery;Rami atriales arteriae coronariae dextrae;Branches atriales de l'artère coronaire droite;Ramas atriales de la arteria coronaria derecha;Ramos atriais da artéria coronária direita;Rami atriali dell'arteria coronaria destra;شاخه های دهلیچی سرخرگ دیهیمی راست"
"4135;Intermediate atrial branch of right coronary artery;Ramus atrialis intermedius arteriae coronariae dextrae;Branche atriale intermédiaire de l'artère coronaire droite;Rama atrial intermedia de la arteria coronaria derecha;Ramo atrial intermediário da artéria coronária direita;Ramo atriale intermedio dell'arteria coronaria destra;شاخه بینابینی دهلیچی سرخرگ دیهیمی راست"
"4136;Anterior ventricular branches of right coronary artery;Rami ventriculares anteriores arteriae coronariae dextrae;Branches ventriculaires ant. de l'artère coronaire droite;Ramas ventriculares anteriores-arteria coronaria derecha;Ramos ventriculares anteriores da artéria coronária direita;Rami ventricolari anteriori dell'arteria coronaria destra;شاخه های شکمچه ای پیشی سرخرگ دیهیمی راست"
"4137;Right marginal branch of right coronary artery;Ramus marginalis dexter arteriae coronariae dextrae;Branche maginale droite de l'artère coronaire droite;Rama marginal derecha de la arteria coronaria derecha;Ramo marginal direito da artéria coronária direita;Ramo marginale destro dell'arteria coronaria destra;شاخه لبه ای سرخرگ دیهیمی راست"
"4138;Inferior interventricular artery;Arteria interventricularis inferior;Artère interventriculaire inférieure;Arteria interventricular inferior;Artéria interventricular inferior;Arteria interventricolare inferiore;سرخرگ بین شکمچه ای زیری (پایینی)"
";Interventricular branch of right coronary artery;Ramus posterior arteriae coronariae;Branche interventriculaire de l'artère coronaire droite;Rama interventricular de la arteria coronaria derecha;Ramo interventricular da artéria coronária direita;Ramo interventricolare della coronaria destra;شاخه بین شکمچه ای سرخرگ دیهیمی راست"
"4139;Septal branches of inferior interventricular artery;Rami sept. arteriae intervent. Inf. arteriae coronariae dext.;Branches septales de l'artère interventriculaire inférieure;Ramas septales de la arteria interventricular inferior;Ramos septais da artéria interventricular inferior;Rami interventricolari settali;شاخه های تیغه ای سرخرگ بین شکمچه ای پایینی"
"4140;Atrioventricular nodal branch of right coronary artery;Ramus nodi atrioventricularis arteriae coronariae dextrae;Branche nodale atrioventriculaire de l'artère coronaire dte.;Rama del nodo atrioventricular-arteria coronaria derecha;Ramo nodal atrioventricular da artéria coronária direita;Ramo del nodo atrioventricolare dell'arteria coronaria destra;شاخه گره دهلیچی- شکمچه ای سرخرگ دیهیمی راست"
"4141;Right inferolateral branch of right coronary artery;(Ramus inferolateralis dexter arteriae coronariae dextrae);Branche inférolatérale droite de l'artère coronaire droite;Rama inferolateral derecha de la arteria coronaria derecha;Ramo ínferolateral direito da artéria coronária direita;Ramo laterale inferiore destro dell'arteria coronaria destra;شاخه پایینی -بیرونی سرخرگ دیهیمی راست"
"4142;Left coronary artery;Arteria coronaria sinistra;Artère coronaire gauche;Arteria coronaria izquierda;Artéria coronária esquerda;Arteria coronaria sinistra;سرخرگ دیهیمی چپ"
"4143;Anterior interventricular artery;Arteria interventricularis ant. arteriae coronariae sinistrae;Artère interventriculaire antérieure;Arteria interventricular anterior;Artéria interventricular anterior;Ramo interventricolare anteriore;سرخرگ بین شکمچه ای پیشی"
"4144;Conal branch of anterior interventricular artery;Ramus coni arteriosi art. intervent. ant. coronariae sinis.;Branche cônale de l'artère interventriculaire antérieure;Rama conal de la arteria coronaria izquierda;Ramo conal da artéria interventricular anterior;Ramo del cono arterioso;شاخه کاجدیسی سرخرگ بین شکمچه ای پیشی"
"4145;Anterior ventricular branches of anterior interventricular artery;Rami ventriculares anteriores arteriae interventricularis anterioris;Br. ventriculaires ant. de l'a. interventric. ant.;R. ventriculares anteriores de la a. descendente ant.;R. ventriculares anteriores da a. descendente ant.;Rami ventricolari anteriori;شاخه های شکمچه ای پیشی سرخرگ بین شکمچه ای پیشی"
"4146;Diagonal branch of anterior interventricular artery;Ramus diagonalis arteriae ramus lateralis arteriae;Branche diagonale de l'artère interventriculaire antérieure;Rama diagonal de la arteria interventricular anterior;Ramo diagonal da artéria interventricular anterior;Ramo diagonale dell'arteria coronaria sinistra;شاخه اریب سرخرگ بین شکمچه ای پیشی"
"4147;Septal branches of anterior interventricular artery;Rami sept. art. Intervent. ant. sept. arteriae coron. sinis.;Branches septales de l'artère interventriculaire antérieure;Ramas septales de la arteria interventricular anterior;Ramos septais da artéria interventricular anterior;Rami interventricolari settali;شاخه های تیغه ای سرخرگ بین شکمچه ای پیشی"
"4148;Circumflex artery of heart;Arteria circumflexa cordis;Artère circonflexe du coeur;Arteria circunfleja del corazón;Artéria circunflexa do coração;Ramo circonflesso dell'arteria coronaria sinistra;سرخرگ چرخشی دل"
"4149;Atrial branches of circumflex artery of heart;Rami atriales arteriae circumflexae co'dis;Branches atriales de l'artère criconflexe du coeur;Ramas atriales de la arteria circunfleja del corazón;Ramos atriais da artéria circunflexa do coração;Rami atriali dell'arteria circonflessa del cuore;شاخه های دهلیچی سرخرگ چرخشی دل"
"4150;Atrial anastomotic branch of circumflex artery of heart;Ramus atrialis anastom. art. circumf. cordis coron. sinis.;Branche atriale anastomotique de l'artère circonf. du coeur;Rama anastomótica atrial de la a. circunf. del corazón;Ramo anastomótico atrial da artéria circunflexa do coração;Ramo anastomotico atriale dell'arteria circonflessa del cuore;شاخه پیوندی دهلیچی سرخرگ چرخشی دل"
"4151;Intermediate atrial branch of circumflex artery of heart;Ramus atrialis interm. arteriae circumf. cordis coron. sinis.;Branche atriale intermédiaire de l'artère circonf. du coeur;Rama atrial intermedia-arteria circunfleja del corazón;Ramo atrial intermediário da artéria circunflexa do coração;Ramo atriale intermedio dell'arteria circonflessa del cuore;شاخه دهلیچی بینابینی سرخرگ چرخشی دل"
"4152;Left marginal branch of circumflex artery of heart;Ramus marginalis sinis. art. circumf. cordis coron. sinis.;Branche marginale gauche de l'artère circonflexe du coeur;Rama marginal izquierda de la arteria circunfleja del corazón;Ramo marginal esquerdo da artéria circunflexa do coração;Ramo marginale sinistro dell'arteria circonflessa del cuore;شاخه لبه ای چپ سرخرگ چرخشی دل"
"4153;Inferior left ventricular branch of circumf. artery of heart;Ramus inf. ventriculi sinistri arteriae circumflexae cordis;Branche vent. inf. gauche de l'artère circonf. du coeur;Rama ventricular izquierda inf. de la a. cardiaca circunfleja;Ramo ventricular esquerdo inf. da art. circunflexa do coração;Ramo ventricolare sinistro inferiore;شاخه شکمچه ای چپ سرخرگ چرخشی دل"
"4154;(Sinu-atrial nodal branch of circumflex artery of heart);(Ramus nodi sinuatrialis arteriae circumflexae cordis);(Branche du noeud sinu-atrial de l'art. circonf. g. du coeur);(Rama del nodo sinoatrial de la a. circunfleja del corazón);(Ramo nodal sinu-atrial da artéria circunflexa do coração);(Ramo nodale seno-atriale -arteria circonflessa del cuore);شاخه گره سین-کاجدیسی سرخرگ چرخشی دل"
"4155;(Atrioventricular nodal branch of circumflex artery of heart);(Ramus nodi atrioventricularis arteriae circumflexae cordis);(Branche du noeud atriovent. de l'artère circonf. du coeur);(Rama del nodo atrioventricular-a. circunf. del corazón);(Ramo nodal atrioventricular -artéria circunflexa do coração);(Ramo nodale atrioventricolare);شاخه گره دهلیچی-شکمچه ای سرخرگ چرخشی دل"
"4156;(Inf. intervent. branch of circumf. art. of heart);(Ramus intervent. inf. arteriae circumflexae cordis);(Branche intervent. inf. de l'artère circonflexe du coeur);(Rama interventricular inferior-art. circunfleja del corazón);(Ramo interventricular inf. -artéria circunflexa do coração);(Ramo interventricolare inferiore);شاخه بین شکمچه ای پایینی سرخرگ چرخشی دل"
"4157;Cardiac veins;Venae cardiacae;Veines cardiaques;Venas cardiacas;Veias cardíacas;Vene cardiache;سیاهرگ های دل"
"4158;Coronary sinus;Sinus coronarius;Sinus coronaire;Seno coronario;Seio coronário;Seno coronario;گشادگی دیهیمی"
"4159;Great cardiac vein;Vena magna cordis;Grande veine cardiaque;Vena cardíaca mayor;Grande veia cardíaca;Vena cardiaca magna;سیاهرگ دلی بزرگ"
"4160;Anterior interventricular vein;Vena interventricularis anterior;Veine interventriculaire antérieure;Vena interventricular anterior;Veia interventricular anterior;Vena interventricolare anteriore;سیاهرگ بین شکمچه ای پیشی"
"4161;Left marginal vein of heart;Vena marginalis sinistra cordis;Veine marginale gauche du coeur;Vena marginal izquierda del corazón;Veia marginal esquerda do coração;Vena marginale sinistra del cuore;سیاهرگ لبه ای چپ دل"
"4162;Inferior vein of left ventricle;Vena inferior ventriculi sinistri;Veine inférieure du ventricule gauche;Vena inferior del ventrículo izquierdo;Veia inferior do ventrículo esquerdo;Vena inferiore del ventricolo sinistro;سیاهرگ پایینی شکمچه چپ"
"4163;Oblique vein of left atrium;Vena obliqua atrii sinistri;Veine oblique de l'atrium gauche;Vena oblicua del atrio izquierdo;Veia oblíqua do átrio esquerdo;Vena obliqua dell'atrio sinistro;سیاهرگ اریب دهلیچ چپ"
"4164;Ligament of (left) superior vena cava;Ligamentum venae cavae superioris (sinistrae);Ligament de la veine cave supérieure (gauche);Ligamento de la vena cava superior (izquierda);Ligamento da veia cava superior (esquerda);Legamento della vena cava superiore;بندیزه سیاهرگ بزرگ زبرین چپ"
"4165;Middle cardiac vein;Vena media cordis interventricularis inferior;Veine cardiaque moyenne;Vena cardiaca media;Veia cardíaca média;Vena cardiaca media;سیاهرگ دلی میانی"
"4166;Small cardiac vein;Vena parva cordis;Petite veine cardiaque;Vena cardiaca menor;Veia cardíaca pequena;Vena cardiaca parva;سیاهرگ دلی کوچک"
"4167;Right marginal vein of heart;Vena marginalis dextra cordis;Veine marginale droite du coeur;Vena marginal derecha del corazón;Veia marginal direita do coração;Vena marginale destra;سیاهرگ لبه ای راست دل"
"4168;Anterior cardiac veins;Venae anteriores cordis;Veines cardiaques antérieures;Venas cardíacas anteriores;Veias cardíacas anteriores;Vene cardiache anteriori;سیاهرگ های دلی پیشی"
"4169;Smallest cardiac veins;Venae minimae cordis;Petites veines cardiaques;Venas cardíacas menores;Menores veias cardíacas;Vene cardiache minime;سیاهرگ های دلی کوچکترین"
"4170;Smallest right atrial veins;Venae minimae atriales dextrae;Petites veines atriales droites;Venas atriales menores derechas;Menores veias atriais direitas;Vene minime atriali destre;سیاهرگ های کوچکترین دلی راست"
"4171;Smallest right ventricular veins;Venae minimae ventriculares dextrae;Petites veines ventricularies droites;Venas ventriculares menores derechas;Menores veias ventriculares direitas;Vene minime ventricolari destre;کوچکترین سیاهرگ های شکمچه ای راست"
"4172;Smallest left atrial veins;(Venae minimae atriales sinistrae);Petites veines atriales gauches;Venas atriales menores izquierdas;Menores veias atriais esquerdas;Vene minime atriali sinistre;کوچکترین سیاهرگ های دهلیچی چپ"
"4173;(Smallest left ventricular veins);(Venae minimae ventriculares sinistrae);(Petites veines ventriculaires gauches);(Venas ventriculares menores izquierdas);(Menores veias ventriculares esquerdas);(Piccole vene ventricolari di sinistra);کوچکترین سیاهرگ های شکمچه ای چپ"
"4174;Systemic arteries;Arteriae systematicae;Artères systémiques;Arterias sistémicas;Artérias sistêmicas;Arterie sistemiche;سرخرگ های ساختاری"
"4175;Aorta;Aorta;Aorte;Aorta;Aorta;Aorta;ابرسرخرگ@"
"4176;Ascending aorta;Aorta ascendens;Aorte ascendante;Aorta ascendente;Aorta ascendente;Aorta ascendente;ابرسرخرگ فرازی"
"4177;Aortic arch;Arcus aortae;Arc aortique;Arco aórtico;Arco aórtico;Arco aortico;کمان ابر سرخرگ"
"4178;(Aortic isthmus);(Isthmus aortae);(Isthme aortique);(Istmo aórtico);(Istmo aórtico);(Istmo aortico);تنگه ابرسرخرگ"
"4179;Brachiocephalic trunk;Truncus brachiocephalicus;Tronc brachiocéphalique;Tronco braquiocefálico;Tronco braquiocefálico;Tronco brachiocefalico;تنه دستی- سری"
"4180;Thyroidea ima artery;(Arteria thyreoidea ima);Artère thyroidea ima;Arteria tiroidea ima;Artéria tireoidea ima;Arteria tiroidea ima;سرخرگ سپری تکی"
"4181;Right common carotid artery;Carotis communis dextra;Artère carotide commune droite;Arteria carótida común derecha;Artéria carótida comum direita;Arteria carotide comune destra;سرخرگ خواب هموندی"
"4182;Right subclavian artery;Arteria subclavia dextra;Artère subclavière droite;Arteria subclavia derecha;Artéria subclávia direita;Arteria succlavia destra;سرخرگ زیر چنبری راست"
"4183;Left common carotid artery;Carotis communis sinistra;Artère carotide commune gauche;Arteria carótida común izquierda;Artéria carótida comum esquerda;Arteria carotide comune sinistra;سرخرگ خواب هموند چپ"
"4184;Left subclavian artery;Arteria subclavia sinistra;Artère subclavière gauche;Arteria subclavia izquierda;Artéria subclávia esquerda;Arteria succlavia sinistra;سرخرگ زیر چنبری چپ"
"4185;Descending aorta;Aorta descendens;Aorte descendante;Aorta descendente;Aorta descendente;Aorta discendente;ابرسرخرگ فرودی"
"4186;Thoracic aorta;Aorta thoracica;Aorte thoracique;Aorta torácica;Aorta torácica;Aorta toracica;ابرسرخرگ سینه ای"
"4187;Bronchial branches of aorta;Rami bronchiales aortae;Rameaux bronchiques de l'aorte;Ramas bronquiales de la aorta;Ramos brônquicos da aorta;Rami bronchiali dell'aorta;شاخه های نایژه ای ابرسرخرگ"
"4188;Oesophageal branches of aorta;Rami oesophagei aortae;Branches oesophagiennes de l'aorte;Ramas esofágicas de la aorta;Ramos esofágicos da aorta;Rami esofagei dell'aorta;شاخه های سرخ نایی ابرسرخرگ"
"4189;Pericardial branches of aorta;Rami pericardiaci aortae;Branches péricardiques de l'aorte;Ramas pericárdicas de la aorta;Ramos pericárdicos da aorta;Rami pericardici dell'aorta;شاخه های آبشامه ای دلی ابرسرخرگ"
"4190;Mediastinal branches of aorta;Rami médiastinales aortae;Branches médiastinales de l'aorte;Ramas mediastínicas de la aorta;Ramos mediastinais da aorta;Rami mediastinici dell'aorta;شاخه های میان سینه ای ابرسرخرگ"
"4191;Posterior intercostal arteries;Arteriae intercostales posteriores;Artères intercostales postérieures;Arterias intercostales posteriores;Artérias intercostais posteriores;Arterie intercostali posteriori;سرخرگ های بین دنده ای پسی"
